Hotel_name,name,rating,review
The Phoenix Hotel Yogyakarta - Handwritten Collection,Sharon Simpson,3.0,"Positives - Public spaces really nice full of antiques and very nice colonial vibe. Pool was lovely and surprisingly quite cool. Hotel was quiet given we were in the middle of the city which was a big bonus. The hotel is quite central and near various restaurants and malls. Good coffee shop round the corner. Room was nice but a bit dated. The rooms need spruced up for the price. We paid £100 per night for pool view and £160 for Exec room. For Indonesia this is very expensive and I would not say the hotel was 5* and our room certainly wasn’t worth the cost as it was small. I wouldnt pay the extra for an Exec room.  The hotel provided a robe and slippers which was a nice touch. The staff were friendly and tried to be helpful and they kindly made some pandan pancakes for us which we all loved. Breakfast was ok but we thought it would be better to focus on fewer options and higher quality.

Negatives - We booked this hotel for a meeting. The communications with the manager were very poor before arrival and just as bad when we arrived. Our Project Manager repeatedly asked to speak to the manager or for them to call but this didn’t happen. On day one we had to search for staff to ask questions etc. The service was not good. Although on future dates after complaining we did have a member of staff assigned to us. Bar was a bit drab we preferred sitting in the lounge area. The beer was very expensive - more than the very fancy Renaissance we stayed in Bali! Cleanliness of room was ok but not great and the patterned coverlet on our bed was really stained which didn’t give a good impression. The sofa and chairs were also stained and sofa had holes in it.  So all in all would I stay again. Probably not."
The Phoenix Hotel Yogyakarta - Handwritten Collection,Trip.com Member,5.0,"The staffs are friendly. The check-in and check-out process were simple and hassle-free. Room is cozy and comfortable. Hotel location is great, not very far from the famous shopping street. The breakfast was okay but the meals that we ordered for lunch were very salty and oily for us."
The Phoenix Hotel Yogyakarta - Handwritten Collection,Trip.com Member,5.0,"The first night we stayed in Indonesia was very nice. Sitting on the balcony, blowing the wind, chatting, and eating fruit, I instantly felt like I was on vacation. The room is not big, but some small decorations are quite nice. The hotel is quite large, with many wood carvings and porcelain displays, and a rich variety of plants. It is highly recommended."
The Phoenix Hotel Yogyakarta - Handwritten Collection,Trip.com Member,4.0,"Western-style historical building in the city center. Booking in advance is good value for money. I can extend my stay in the suite on New Year's Eve. It's so expensive. I was shocked when I turned on the bath water. I think the pipes need to be cleaned. Bottled water is in limited supply. The curtains fell down. It was all an adventure. The breakfast is rich, but it can’t be served when there are too many people. The pool view is worth staying."
The Phoenix Hotel Yogyakarta - Handwritten Collection,Gill Westaway,4.0,"A beautiful hotel, full of charm, a true heritage hotel. and a superb buffet breakfast was included in the room rate. My only complaints were that fruit juices on the otherwise impeccable breakfast buffet would be so much nicer if made from fresh fruit. I also found it unnecessary  for staff to remove my swimming costume from where it was lying on my swimming towel outside my room with no indication to me as to where it had been taken. Little details that spoiled an otherwise perfect stay!"
The Phoenix Hotel Yogyakarta - Handwritten Collection,Paula M,5.0,"It was a business trip but I was also accompanied by family. I have stayed at this wonderful hotel several times before. Not only is it a beautiful hotel, the staff are exceptional and the food is excellent. Make sure you get a room or suite with balcony overlooking the pool."
The Phoenix Hotel Yogyakarta - Handwritten Collection,laniaa Anjlii,5.0,"The hotel's design is unique, with a wide range of history in it. The service was also excellent, especially the receptionist . Room cleanliness is also excellent, plus a very strategic location. Close to tourist attractions and food centers"
The Phoenix Hotel Yogyakarta - Handwritten Collection,Faisal Alsaleh,5.0,"My 3rd days @ The Phoenix Hotel Yogyakarta - MGallery 😇
I recently had the pleasure of staying at The Phoenix Hotel Yogyakarta - MGallery and I must say, the experience was exceptional, largely thanks to the wonderful receptionist, Jejeeyy. She effortlessly took care of my reservation, ensuring I got a good rate, and even arranged transportation from the airport to the hotel. Her local knowledge was invaluable; she recommended the breathtaking Parangtritis sunset and the bustling Malioboro Street, enhancing my Jogja city exploration.

A special shoutout also goes to the head chef, Mr. Bayu. Every morning during breakfast, he went above and beyond to ensure we had a delightful dining experience, helping us select from a fantastic array of dishes.

The entire staff was incredibly friendly and always wore smiles, making me feel right at home. Thanks to everyone at The Phoenix Hotel Yogyakarta for making my stay memorable. I highly recommend this hotel to anyone visiting Yogyakarta!
Thanks
Faisal
April, 14, 2024
_____________________________________
I recently had the pleasure of staying at The Phoenix Hotel Yogyakarta - MGallery and was thoroughly impressed with the overall experience. The hotel exudes elegance and charm, seamlessly blending heritage and modernity. The rooms were luxurious, the amenities top-notch, and the ambiance truly captivating.

A highlight of my stay was the exceptional service provided by the bartending staff, Felin and Tri. Their friendly demeanor and infectious enthusiasm added a unique flair to the hotel experience. Not only were they attentive and professional, but they also went above and beyond to make guests feel welcome and entertained.

Felin and Tri's jovial nature made interactions feel more like catching up with old friends rather than typical hotel service. Their sense of humor and quick wit had us laughing and joking throughout our time at the bar. It was evident that they genuinely enjoyed their work and took pride in ensuring guests had a memorable experience.

One aspect that stood out was their genuine interest in engaging with guests. They always took the time to ask what we would like to drink, offering recommendations and engaging in delightful conversations. Their personalized approach and warm hospitality truly set them apart.

In conclusion, The Phoenix Hotel Yogyakarta - MGallery exceeded my expectations in every aspect, and much of that credit goes to the outstanding service provided by Felin and Tri. Their commitment to excellence, combined with their friendly and jovial nature, made our stay truly unforgettable. I highly recommend this hotel to anyone visiting Yogyakarta and looking for a luxurious and memorable experience."
The Phoenix Hotel Yogyakarta - Handwritten Collection,Trip.com Member,5.0,"Stay is good, in room dining last order is way past midnight. Quiet neighbourhood. Room i have is king bed but it's actually 2 single bed pushed together."
The Phoenix Hotel Yogyakarta - Handwritten Collection,Daniel Navarro Lorenzo,5.0,"""Staying at this hotel was an enchanting experience, thanks to its stunning architecture and attention to detail. The swimming pool, patios, reception, and hall areas were particularly impressive and transported you to another era. However, I couldn't help but notice that the rooms could use some renovation soon. Despite this, I thoroughly enjoyed my stay and would recommend this hotel for its unique charm and ambiance."""
The Phoenix Hotel Yogyakarta - Handwritten Collection,Yuliana Natsir,5.0,I can feel the sense of Jogja in the past in this beautiful hotel. The furniture and decoration are the combination of old Jogja and dutch. The staff are amazingly polite and helpful. Staying in this hotel is a wonderful experience.
The Phoenix Hotel Yogyakarta - Handwritten Collection,Laura Carballo,5.0,"Amazing hotel with colonial style.  it's a pleasure just to walk around and discover every corner. Super professional staff, super nice all of them and great great food. A must in Yogjakarta."
Aveta Hotel Malioboro,Trip.com Member,4.5,"The location is really good, 10 minutes walk from the train station. It is the busiest area on Mario Street, next to a big shopping mall, but it is not noisy at all because the window faces the alley. The room is a standard domestic all-seasons hotel, clean and comfortable, and the staff can respond well to the needs of guests. The drinks and snacks in the refrigerator are free and are refreshed every day. The breakfast is quite rich, completely beyond the standard of a three-star hotel. There are all kinds of shops, convenience stores, and restaurants downstairs. Starbucks is across the street, and the price is only half of that in China. This time, because I go out early and come back late every day, I booked their place, which is more suitable for travelers who don't stay in hotel rooms for a long time."
Aveta Hotel Malioboro,S W,4.0,"Good location, clean rooms, pleasant staff. Breakfast buffet has good quantity but food is low quality items. Almost no cheese, no oats or porridge, no yoghurt, coffee on one day was undrinkable, juices are mostly water with syrup.  You can live off it but it is not nice. Go to karta cafe next door for much better food and the Malio Gelato across the street is very good. But aside from food, all was good, staff was so polite and helpful!"
Aveta Hotel Malioboro,shah d,5.0,"Stayed at ‘Tidy’ room with balcony. Organized birthday party.. Thumbs up to Sales Marketing, Ms Dewanti & the team, F&B Pak Ichuk & the team for making my stay a memorable one. I must say that all my requests were kept in mind and fulfilled perfectly. Staff were friendly & always with their lovely smile..Well done.. Always have nice cappuccino at Kala Jumpa cafe. Conveniently and easy access for shopping..Tq very much…🙏🏻👍🏻"
Aveta Hotel Malioboro,idris C,1.0,"1. Poorly Trained Staff: The hotel staff lacked proper training and professionalism. When we arrived around 1:00 PM, they rudely informed us that check-in was only possible after 3:00 PM. Their attitude left a negative impression.||2. High Price: Considering the issues we encountered, the hotel’s pricing felt unreasonably high.||3. Lack of Customer Service: The hotel manager should prioritize customer satisfaction and be willing to compromise. Unfortunately, this was not the case at Aveta Hotel Malioboro.||In summary I was going to stay 2 more nights but due to the poor treatment and subpar conditions, my companions and I decided to book elsewhere. I hope the hotel management takes steps to improve their service quality and guest experience."
Aveta Hotel Malioboro,Andree Boehme,5.0,"The Aveta Hotel which is located directly at the Malioboro street is a good choice for a nice stay. It has a little Coffee Bar in the ground floor. The reception is in the 8th floor where also the pool is. It has a nice flair and charm. The rooms are well furnished and clean. The Service is excellent, esp for Laundry and Room Service. The breakfast has a good variety of Food and Drinks. Due to the Hotel is located directly at the Malioboro street you can stroll along the road, which has many Bars, Shops and Restaurant. Also a big Mall is directly next to the Hotel, where you can buy things of Daily need. An Alfamart is also not far away for grocery. I just can suggest it! If i ever will come back i would stay here again, for sure."
Aveta Hotel Malioboro,Margareta A,5.0,"I visit the caffe at the ground floor and its name is Kala Jumpa. the service is good, and the staffs are very nice and helpful. The place was cozy and have a nice ambiance, their interior looks modern and feels convenient. the access is easy to find."
Aveta Hotel Malioboro,Wen Li J,5.0,"The room was clean and nice, everything needed is provided. I love how the hotel gave us a free welcoming gifts too. It's so convinient that the hotel is located at the malioboro street. Would recommend my friends to stay here when they're having a trip in jogja."
Aveta Hotel Malioboro,Tour40228972357,5.0,"very strategic hotel, in the center of the malioboro street crowd, spacious comfortable rooms, varied and delicious breakfast. i recommend this hotel when coming to yogyakarta. The staff hospitality is great, especially for the receptionist."
Aveta Hotel Malioboro,Trip.com Member,5.0,"The location in the middle of Malioboro is strategic for those bringing the family... but for those who want to go in and out, access is a bit difficult... Clean hotel, good facilities... it's just a shame that you still have to have a cash deposit before checking in... it's like a budget hotel...! the rest is great..."
Aveta Hotel Malioboro,GoPlaces02026798339,4.0,"best hotel in near malioboro street, we hope internet accest more usefully and breakfast more diverse. The bed is using king koil, making my sleep better, |There are few problems related to the police of the city goverment, which every time you enter or leave the hotel at 18;00 - 21;00 you can'T enter or leave the hotel by car"
Aveta Hotel Malioboro,erica dewi,4.0,"The room is big and very nice, the service was very good and many options for breakfast. The location very good because it’s just beside the mall. The lack of this hotel is the swimming pool that seems dirty and not well maintained"
Aveta Hotel Malioboro,crystal a,3.0,2|Body wash  is for one person only |Hand wash is one person only |This is not comply with hygiene safety||The total review is excellent location clean hotel quit helpful staff. More over safe and secured 4 over 5||Iam happy spend in stay evata moliopo hotel
Aveta Hotel Malioboro,rashidah hafiz,5.0,"We arrived the hotel around 10am and we had to leave our bags at the receptionist area and only allowed to check in at 3pm. But they did mention that they will Whatsapp us if our rooms were ready earlier and they did text me around 120pm  but we were at another mall to have our lunch and to get our toiletries.

The rooms we had were spacious and interconnecting rooms as per request. They gave us 2 access cards each. AC was very good. Good tv selection.
There's a kettle, 2 pairs of bedroom slippers. The minibar was not very cold. The toilet has a bidet and rainshower has good water pressure and good temperature to ur liking. They do provide iron and ironing board too.

The pool and reception is on the 7 or 8 floor. The alley to the hotel carpark is very narrow so most of the time we had to book Grab near Indomaret store near to the main road. Very convenient to shop around and the mall is right next to the hotel! Fyi, the main road at Malioboro street is closed between 6-9pm for horse rides, rickshaws and pedestrian to roam around.

The hotel is 10-15 mins away from Yogyakarta train station but the road outside the station is very rough and abit difficult to walk with heavy luggages. Once u reach the shops at Malioboro st, no issues to walk with the luggage."
Aveta Hotel Malioboro,Gab Travel Diary,5.0,Overall good experiences. Staff was helpful. Booked quadruple room and the room was huge. The room was clean and tidy. Things to improve: breakfast. Breakfast was cold and few things needs to be improved.
Aveta Hotel Malioboro,ichzan muh,4.0,"friendly service even though it's midnight when your concentration is definitely unstable, easy access and close to entertainment venues, complete food for all domestic and foreign groups"
Aveta Hotel Malioboro,Evelin E,3.0,Location is right on the centre of iconic Malioboro. Just bear in mind that the main road is closed every day from 6-9pm for motorcycles or cars. The entrance to the hotel is via an alley (that can accommodate 1 car comfortably at one time).
Aveta Hotel Malioboro,Chiax0ra,5.0,"Highly recommended if you wanna stay in Jogja, near to the train station.
Next to shopping mall.
If you like shopping for batik, here's the perfect area.

Good rooms, smells amazing the hallways, rooms.
Nice ambience. Friendly staff.

Variety breakfast even if you are vegan.

Also big plus because next to the hotel ; Mall Malioboro, they have vegan restaurants in the food court level 3.

So if you are vegan, just book this hotel :)"
Aveta Hotel Malioboro,luvfeelin 乐飞翎 (乐飞翎),5.0,"The hotel is located on the busiest Malioboro street. The location is very convenient. The price for a 4-person room is also very reasonable. The room is large and comfortable. It's a pity that the room is right under the swimming pool on the roof, and the sound of drainage can be heard every day. The buffet breakfast here is the same almost every day, sometimes it's good and sometimes it's not."
Aveta Hotel Malioboro,Andi Yana,4.0,Great location as it is in the central of malioboro. Many shops and food around the area. Everything was great but if possible do provide extra small towel such as facial towel. Breakfast has variety but not that tasty.
Aveta Hotel Malioboro,chin wey ngee,4.0,"Situated @ the old town of malioboro.  Very busy & congested area.  Heavy human traffic even on monday nite.  Room is acceptable @ the booking rate, free minibar & refill everyday but cleaner towel is better.  Bed is huge with comfy pillow & mattress.  BF is quite tasty with many variety to choose from.  Indon chili is excellent.  Chk in  is @ lvl8 with welcome drink, also where pool is located.  L1 is comfy drinking area facing main road.  Many cafe & convenient store within walk distance."
Aveta Hotel Malioboro,Melina Malik,5.0,"All good and great!! Location, the food, services.. Very helpful too... Friendly staff.. Would recommend the hotel to others... Long stay or short stay is recommended.. Will stay here again for sure.. Thank you so much Aveta much love from Malaysia"
Aveta Hotel Malioboro,Raihan Diva,5.0,"Highly recommended if want to stay in Jogja, especially if you prefer proximity to the train station and a shopping mall. The rooms are excellent, and the hallways and rooms have a delightful fragrance."
Aveta Hotel Malioboro,Trip.com Member,5.0,"The hotel's location couldn't be better. Smack in the center of Malioboro. Just beside a mall and there is a 24-hour pharmacy really close by for any medication should the need arise. The rooms are all recently renovated. Still has the ""new"" feel. We booked a car from the hotel to Candi Borobudur. An excellent trip in all."
Aveta Hotel Malioboro,Ayu Sartika,5.0,"It was a great accommodation to stay. Clean, tidy, complete supplies and equipment. Comfortable room and humble staff. Awesome experience in this hotel."
Aveta Hotel Malioboro,Naomi Barnum,5.0,The room is clean and comfy. The service provided from the staff exceptional. All the staff are also friendly and kindly answer all the questions we have. The location is at the heart of malioboro. Everything is great at this hotel. Thank you to all the staff for the service.
Aveta Hotel Malioboro,Yanti Lin,5.0,"Every time when I go to Yogyakarya for visit site, I'm always stay at Aveta hotel. Especially thanks to very nice and helpful hotelier such as ; Mas Firdaus, mba Renata and mba Via. Good job and many more thanks, please always keep the best service and healthty also 😊"
Aveta Hotel Malioboro,Trip.com Member,5.0,"A recommended hotel for those looking for a location around Malioboro, the cafe terrace is directly on the Malioboro sidewalk, the location is next to Malioboro Mall. The deluxe room is quite spacious, namely 24m2. The breakfast menu has many variations and is delicious. There is a swimming pool on the rooftop for children and adults. The car park is through a rather narrow alley, but there are officers who will help direct you"
Aveta Hotel Malioboro,nidoalfonso,5.0,"good place, with best option at location in the right price, side by side with mall, so business, pleasure is met, no need to worry about food and other necessities, because next to us is malioboro plaza.."
Aveta Hotel Malioboro,YG Y,5.0,"Had a wonderful stay at Aveta Hotel. It’s good value for money.  Key highlights:
(1) Location: very centralized location (a minute walk to the main nuzzling street for shopping and market)
(2) wonderful and caring service by the hotel staffs. I want to especially mention Aulia at the front desk. Her attentiveness and professionalism has made our stay wonderful here.
(3) Good breakfast spread"
Aveta Hotel Malioboro,Trip.com Member,5.0,"The hotel is located in the heart of Malioboro, convenience and clean. Breakfast is good too. The only thing is malioboro street will close from 6 pm to 9 pm daily, cars can’t go in, a bit inconvenience"
Grand Zuri Malioboro Hotel,Trip.com Member,5.0,"Enjoy the holidays during staying in this hotel. The service is good and fast response when we got trouble with air conditioner. Food is delicious. Get free upgrade deluxe room. Unfortunately, in our last day,the lock of our door very hard to open. But, overall is good"
Grand Zuri Malioboro Hotel,Chantika F,5.0,"good choice of you are looking for hotels near malioboro, good hospitality too! mas Bima is very friendly and helpful. the room is quite big, various choice of breakfast. the pool iq big and made from glass. the lobby is luxurious. thankyou for all the staff here, we had an enjoyful experience in Jogja"
Grand Zuri Malioboro Hotel,jesslyn 0444,5.0,"Sering ke jogja dan tiap kali ke jogja pasti mampir kesini 🥰
Rooms feel cozy and homey, cleanliness is number one!
Strategic location in the heart of malioboro, easy access to public transport, food, and attractions

Room service is affordable and various. (Nachosnya sering sold out 😭)

Staffs are friendly and helpful.

One thing you can't miss in the hotel is their breakfast 🥰 love the service and menu that changes everyday~

Overall, price is worthit to what they offer!
Will definitely come back here!
Left a piece of my heart here ❤️"
Grand Zuri Malioboro Hotel,stephanie maharani,5.0,"Strategic hotel location close to Malioboro street, kraton and titik 0 km. Delicious food for breakfast. Spacious room for family. All good Grand Zuri Jogjakarta and staff."
Grand Zuri Malioboro Hotel,rustam bachtiar,5.0,"Had a wonderful stay here April 2024. The receptionist and all the stafs including the resto team during breakfast were very kind & helpful.
Hotel & room looks well maintained and clean."
Grand Zuri Malioboro Hotel,Trip.com Member,4.5,"It’s more lively when going out. The hotel includes breakfast, and the breakfast is quite rich. Putting two beds together is suitable for family travel."
Grand Zuri Malioboro Hotel,Bimo Bayuaji,2.0,Have book the hotel few weeks before for 2 rooms. We request connecting room but they give us opposite rooms. When we arrive at 3 PM they even havent start to clean our other rooms. The RECEPTION TEAM really show a passive and slow response on giving us update on when our room will be ready. Kudos to the front office manager that promise to clean the room in less than 15 minutes and deliver on tine. Grand Zuri need to understand their staffing capacity in high season as well as training their front office/reception how to handle complain.
Grand Zuri Malioboro Hotel,Dei Dei,5.0,"Happy to stay at this hotel. The hotel is clean, the room is bright (highly important for me). The location is near Malioboro street and Tugu Station. Happy to stay here."
Grand Zuri Malioboro Hotel,Briantab Tab,1.0,"1. Bad checking experience, the male front desk doesnt seem to have been trained in service industry whatsoever, he keep changing my order non smoking to smoking, double bed to twin bed. Lucky the lady next to him take over and CAN get the room as per my order. Dont know what get into him

2. Room is smelly and need a refurnish

3. Can get my breakfast because it eas super full, the staff didnt event bothered to help me. She just stand and do nothing even after i nudge her several time

You can find better accomodation with the same price around"
Grand Zuri Malioboro Hotel,Trip.com Member,5.0,I came here all the way and experienced a good hotel. It’s similar to the domestic Orange Hotel. Breakfast is not included when booking. You don’t have to pay when you check out. Thank you.
Grand Zuri Malioboro Hotel,Trip.com Member,5.0,Very Clean Hotel….Check in Check Out Super Servicex….Various Breakfast Menu & Uebak Pool….Very Comfortable GYM Place…One Step to Malioboro Shopping Mall….Highly Recommended When Traveling to Jogja…
Grand Zuri Malioboro Hotel,ASEPJU_,5.0,"Great hoapitality near malioboro and train stasion. Great food and beverage.
Mba Prisi is one of kind and best representative of this hotel."
Grand Zuri Malioboro Hotel,Abdul Hamid,5.0,"Alhamdulillah, it was a very pleasant experience for 2 days visiting the city of Yogya and staying at one of the best hotels close to Jalan Malioboro. The staff are friendly and the food menu is extensive and delicious. I won't forget it. If you travel by train, it only takes about 5 minutes from the hotel to Tugu Station. I chose the Grand Deluxe room which was clean and comfortable. I had a great time during my stay here. Would definitely recommend this hotel to family and friends."
Grand Zuri Malioboro Hotel,Helsa Patricia,5.0,"It is such a great place with a good ambiance. The staff was very nice, they treated us so great and helpful. Overall, I have a really good experience here."
Grand Zuri Malioboro Hotel,Trip.com Member,5.0,"Location is very good, walking distance from malioboro. Hotel is nice. Will stay here again"
Grand Zuri Malioboro Hotel,Trip.com Member,4.6,"The curtains don't block light, but everything else is fineFriendly front desk, welcome drink, modern lobby decoration, clean bathroom, rich breakfast"
Grand Zuri Malioboro Hotel,柯學毅,3.0,"I stayed at your hotel in Yogyakarta for a few days. In fact, the waitress at breakfast was very polite and it was a good experience. However, I stayed there for three days. Only the shower gel was provided on the first day and then it was not replenished for the next two days. I didn’t know when to clean the room. Why haven't you added anything? This is a little suggestion I want to give you."
Grand Zuri Malioboro Hotel,Fadhil Hentino,4.0,"+ strategic location
+ breakfast service is good
+ room is clean and good but not too special

- standard amenities
- the TV isn’t smart TV
- the AC isn’t fast cooling"
Grand Zuri Malioboro Hotel,Trip.com Member,4.1,"Not bad at all. Clean and comfortable, close to the culinary center of Jogja."
Grand Zuri Malioboro Hotel,Trip.com Member,4.1,Nice hotel with very friendly staff. The room little small and not too clean (sheets old and the toilet door which was glass one was little dirty. Also the shower curtain old) The room noisy as the street was very noisy Breakfast well. Staff very friendly and helpful. The value of money is ok
Grand Zuri Malioboro Hotel,Kusriniarti Dwi Lestari,4.0,Good location for strolling around malioboro and good breakfast with various of traditional dishes and snacks. Yet room wasn’t so spacious.
Grand Zuri Malioboro Hotel,Chris Andika,5.0,"Cozy place for vacation.. Over all, good services..
Mbak Frisi nya ramah.."
Grand Zuri Malioboro Hotel,Dolive Syandious,5.0,The rooms are really good and for the breakfast they have so many food to choose and also its delicious five star for mee
